rank	genome_size
QMZY01 sp003663415	992415
QMZZ01 sp003663445	574541
VGIZ01 sp016867675	772247
WAQT01 sp015520105	796626
CS3-C152 sp011772645	930546.3333333334
JAADIF01 sp013151465	931966
JAADIF01 sp016932735	1176130
JAFGDH01 sp016932215	1137756
QMZT01 sp003663325	719066.5
JAFGCN01 sp016932615	1263699
QMZS01 sp003663295	820294
QMZS01 sp003663355	751672
Altiarchaeum hamiconexum	1359331.3333333333
Altiarchaeum sp002083985	1515523
Altiarchaeum sp002841105	2155689.6666666665
Altiarchaeum sp018260755	1325492.6666666667
IMC4 sp001742785	1390915
MCBC01 sp001723855	2637995.5
CAIYYO01 sp903930485	1690272
EX4484-2 sp002254405	919319
EX4484-2 sp002254565	1395301
JAFGDV01 sp016931955	1550521
QMZG01 sp003663045	980328.5
QMZJ01 sp003663115	1148500.5
QMZM01 sp003663175	1029739.3333333334
WALD01 sp015523055	973568
WALD01 sp018897475	1179332.25
CABMCB01 sp902384455	2411449
DSAL01 sp011380095	1019182
JAHIYG01 sp018815265	1578560
SCGC-AAA252-I15 sp000402775	1325681
VGJA01 sp016867655	1152678
WJJK01 sp014729705	2315368
WJMO01 sp014727915	1992314
WOR-SM1-SCG sp001723845	2549736
JAFGQM01 sp016935655	1407565
Baldrarchaeum yapensis	2267786
DXJG01 sp016840485	3207774
DXJG01 sp019056805	1922513
Hodarchaeum mangrovi	4006905
Hodarchaeum sp003144275	3948260
Hodarchaeum sp011364965	3470282
Hodarchaeum sp016839625	4832412
Hodarchaeum sp016839665	3623906
Hodarchaeum sp016839785	4041893
Hodarchaeum sp016839815	4244502
Hodarchaeum sp016840035	4302992
Hodarchaeum sp016840285	4660121
Hodarchaeum sp016840305	4901500
Hodarchaeum sp019057635	3186536
LC-3 sp001940645	5684038
S146-22 sp015520535	4045174
YT1-039 sp016840025	6509507
YT1-057 sp016839955	5162862
JABLTI01 sp013166835	3557936
JABLTI01 sp016839405	3017933
JABLTI01 sp016840905	2305923
JABLTI01 sp016840945	4417709
JABLTI01 sp018238155	4079995
JABLTI01 sp019056785	2872711
JABLTI01 sp019058165	3357971
JABLTI01 sp019058275	4271626.5
Kariarchaeum pelagius	1335448.5
Kariarchaeum sp016839545	2887009
LC-2 sp001940725	4843591
S139-21 sp015522385	4299148
WAKA01 sp015523565	3571168
18H4-34 sp019057815	3735735
UBA460 sp001940755	2278690
UBA460 sp002505645	3231030.6666666665
UBA460 sp013166775	3847693
UBA460 sp016839875	3756232
UBA460 sp016839945	3003036
UBA460 sp016839985	2516512
UBA460 sp016840095	3444408
UBA460 sp018238545	2996139.8333333335
Hermodarchaeum sp016550395	3876887.5
Hermodarchaeum sp016550405	2677422
Hermodarchaeum sp016550425	2812270
Hermodarchaeum sp016839365	2225025
Hermodarchaeum sp016839805	2309456
Hermodarchaeum sp016839995	1662189
Hermodarchaeum sp016840185	2543514
Hermodarchaeum sp016840595	2205555
Hermodarchaeum yapensis	2579864
JABXGU01 sp016550415	4216125
YT-063 sp016550485	2446527
YT-063 sp016840065	2588242
YT-063 sp016840135	1816882
DTBI01 sp011362025	2076626
DTBI01 sp011364305	1858949.5
Jordarchaeum madagascariense	3677642
LC30 sp019058495	2888636
AMARA-1 sp004524545	2547497
AMARA-1 sp016839385	3737438
AMARA-1 sp016839865	3626096
AMARA-1 sp016933055	3760042
WJKO01 sp014729055	5332287
CR-4 sp001940655	4334170
Prometheoarchaeum sp018238965	3851590
Prometheoarchaeum syntrophicum	4427796
6H3-1 sp019058015	4068839.3333333335
6H3-1 sp019058135	3579478
FT1-020 sp016839425	4076570
FT1-020 sp016840695	2683146
FT1-020 sp016930515	3999874
FT1-020 sp019057355	3054407
JAFGOA01 sp016926735	3880929
Loki-b32 sp005223125	3430774.3333333335
Loki-b32 sp013375485	4597616
Loki-b32 sp016839585	3453515
Loki-b32 sp016839635	4101703
Loki-b32 sp016839655	4172617
Loki-b32 sp016839705	3356501
Loki-b32 sp016839845	5251404
Loki-b32 sp016839915	3647657
Loki-b32 sp016840085	4684387
Loki-b32 sp019057775	6121161
Loki-b32 sp019057865	3241153.714285714
Loki-b32 sp019057975	5360919
Loki-b32 sp019058245	3086466
Loki-b32 sp019058365	4739778
Loki-b32 sp019058425	4643675
LW40-45 sp004524515	3111768
LW40-45 sp019058445	4611789
LW60-42 sp019058515	5925362.5
SDNM01 sp004524385	1836571
SDNM01 sp004524535	3664620
SDNM01 sp019058295	3200869
SOKP01 sp004375715	3073626
SOKP01 sp004524725	2406751
SOKP01 sp005222975	3300814.5
SOKP01 sp011364925	3919328
SOKP01 sp011364975	4323591.333333333
SOKP01 sp013375475	3920170
SOKP01 sp013375495	4243572
SOKP01 sp016839745	3528046
SOKP01 sp016839765	3320821
SOKP01 sp016840165	3607813
SOKP01 sp016840545	2882073
SOKP01 sp018238625	3817078
SOKP01 sp019057735	3153508
SOKP01 sp019057795	4954131
TEKIR-21 sp004524425	2969355
TEKIR-8 sp004524365	1894998
TEKIR-8 sp008080735	4145068
TEKIR-8 sp008080765	3921599
TEKIR-8 sp014730165	4933167
TEKIR-8 sp014730295	6144841
TEKIR-8 sp016839555	3744205
WJKD01 sp014729315	6561119
YT1-065 sp016839905	4777635
JAFGBX01 sp016932935	5105683
WJJB01 sp014729935	4212914
HEL-GB-A sp005191415	3840020
JABXJT01 sp013375405	4652685
JABXJT01 sp013375455	5309269
JABXJT01 sp016840125	7528376
HEL-GB-B sp005191425	3543077
JABXJV01 sp013375355	4592678
JABXJV01 sp019058315	5794606
RDOG01 sp011365055	4677395
LCB-4 sp001940665	1460710
LCB-4 sp016839265	1350507
Borrarchaeum marinoarchaea	1810839
Borrarchaeum sp016840315	1702742
Borrarchaeum sp016840645	4743374
Borrarchaeum weybense	3929198
Borrarchaeum yapensis	3630703
Sifarchaeotum subterraneus	2016049
B65-G9 sp003662765	2673780.5
FT1-004 sp016839445	2911084
JACAEL01 sp013388835	3013036
MP5-2226 sp016840825	4250437
MP5-2226 sp016841005	4437373
MP8T-1 sp002825465	3950404.5
MP8T-1 sp003345545	2688080
MP8T-1 sp004524565	3132667
MP8T-1 sp004524595	4171935
MP8T-1 sp016839245	3318532
MP8T-1 sp016839275	2845534
MP8T-1 sp016840385	3875063
MP8T-1 sp016933575	3466336
MP8T-1 sp018238205	3003606
MP8T-1 sp018238825	2920480.5
OWC5 sp003345555	2277301
OWC5 sp003345595	2732298
SHMX01 sp008080745	3161981
SHMX01 sp014728035	4328547
SMTZ1-45 sp001563335	3544182
SMTZ1-45 sp001940705	2855654
SMTZ1-45 sp002825515	3487971
SMTZ1-45 sp004376265	3037225
SMTZ1-45 sp011364905	3079563
SMTZ1-45 sp016839345	3050056
SMTZ1-45 sp016840685	3163218
SMTZ1-45 sp016840855	3361515
SMTZ1-45 sp016840965	3093005
SMTZ1-45 sp019057595	765254
SMTZ1-83 sp001563325	2714024
SMTZ1-83 sp011364985	1699248
SMTZ1-83 sp011365025	3465978
SMTZ1-83 sp016839605	3077551
TEKIR-12S sp004524435	2770204
TEKIR-14 sp004524445	2792701
WJIL01 sp014730275	3643580
WJIL01 sp018335335	2944246
WTCK01 sp013138615	1469369
WTCK01 sp018238375	2720028.6
WTCK01 sp019057475	3339353
YT-029 sp016840245	4100966
Wukongarchaeum yapensis	2098845.5
B1Sed10-29 sp003551125	402733
B1Sed10-29 sp003553825	473849
CSSED10-269 sp003558235	829326
B47-G15 sp003660975	1333875
JACOVT01 sp016177165	847052
JAGVWA01 sp018304505	917116
JAFGGZ01 sp016939415	839123
WALL01 sp015522845	749914
WAMD01 sp015522495	344667
B79-G9 sp003660865	1201421
B79-G9 sp017610525	1284310
GLR112 sp013139905	1312510
EX4484-52 sp002254415	614182
EX4484-52 sp003660905	832169
GLR71 sp013138765	1262712
GLR71 sp013138805	1333838
JAADEF01 sp013153555	569906
JAADEF01 sp015520895	501757
WAOB01 sp015521505	849107
JAFCBV01 sp017610545	953128
LFW-46 sp018897155	1278608
LFW-46 sp902384675	1197762
WAPT01 sp015520605	863228
B88-G9 sp003660555	1295439
DSZJ01 sp011361855	1007016
DSZJ01 sp011367145	566837
DTKF01 sp011367225	1017128.5
DTKF01 sp011370445	743315
B75-G9 sp003661465	730922
B75-G9 sp012962055	745249
DG-33 sp001515185	786381
DG-33 sp004375695	962070
Hadarchaeum sp014361095	1196065
Hadarchaeum yellowstonense	1207121.5
WYZ-LMO6 sp004347925	1241441
WYZ-LMO6 sp011367165	794431
Archaeoglobus fulgidus	2117380.4
Archaeoglobus fulgidus_A	1538442.3333333333
Archaeoglobus sp002507545	2263166.2
Archaeoglobus sp016757965	2115826
Archaeoglobus sp017656475	2039628
Archaeoglobus_A sp002010195	2158951.5
Archaeoglobus_A sp002011215	2701738
Archaeoglobus_A sp002011235	2360045
Archaeoglobus_A sp002494625	1732149.5
Archaeoglobus_A sp003662985	2151393
Archaeoglobus_A sp017656505	2524501
Archaeoglobus_A sulfaticallidus	2076931
Archaeoglobus_B profundus	1563423
Archaeoglobus_B sp003663025	1869676
Archaeoglobus_C sp003663055	1448793
Archaeoglobus_C sp003978865	1106720
Archaeoglobus_C sp015520485	1358080.6666666667
Archaeoglobus_C veneficus	1901943
B5-G16 sp003662995	2609224
Ferroglobus placidus	2196266
Ferroglobus sp015520115	1614164
Geoglobus acetivorans	1860815
Geoglobus acetivorans_A	1901114
Geoglobus ahangari	1561065.5
Geoglobus ahangari_A	1326691.3333333333
Geoglobus sp002494725	1744059.3333333333
Geoglobus sp015522195	1647555
Geoglobus sp015523645	1709818
JdFR-22 sp002010045	2062531
JdFR-37 sp002010215	1972400
JdFR-41 sp002010285	1752477
WAJX01 sp015523665	1426430
WAKM01 sp015523335	1396269
WYZ-LMO2 sp004347865	1500696
WYZ-LMO2 sp011048195	1442246
WYZ-LMO2 sp011361745	1403570.5
WYZ-LMO2 sp011367245	1404184
WYZ-LMO2 sp011605865	1464852
JdFR-42 sp002010305	2138570.5
WAJW01 sp015523685	1752145
JdFR-21 sp002011165	1513093
JdFR-21 sp014361165	1166237
Bog-38 sp003139855	1601127.9444444445
Bog-38 sp003158275	1870573
Bog-38 sp003162175	1602154.2413793104
Bog-38 sp003170935	1333831
Bog-38 sp015660915	2043713
Bog-38 sp015661395	2164979
Haladaptatus cibarius	3926724
Haladaptatus litoreus	4671707
Haladaptatus paucihalophilus	4519653
Haladaptatus sp001625445	4896694
Haladaptatus sp003298465	5605381
Halorussus amylolyticus	3779259
Halorussus litoreus	3838315
Halorussus rarus	4372177
Halorussus ruber	4318307
Halorussus salinus	4753237
Halorussus sp003023465	2510763
Halorussus sp004087835	3490924
Halorussus sp004765795	3691690.5
Halorussus sp004765805	3933954
Halorussus sp005239435	5154608
Halorussus sp008831545	4450731
Halorussus sp010747475	4408556
Halalkalicoccus jeotgali	3650090
Halalkalicoccus paucihalophilus	3980410
Halalkalicoccus subterraneus	3610033
SKXI01 sp007128515	2468096
SKXI01 sp007129135	2630443
CBA1134 sp001950595	2667867.3333333335
CBA1134 sp003021175	2605664
CBA1134 sp003021785	2128333
CBA1134 sp003023185	2017518
CBA1134 sp009184545	2505918.3333333335
Halapricum salinum	3451774
Halapricum sp009741825	2965017
Halapricum sp017094465	2880382
Halapricum sp017094505	2940338
Halapricum sp017094525	2985963.5
Haloarcula amylolytica	4225424
Haloarcula argentinensis	3960917
Haloarcula hispanica	4017516.090909091
Haloarcula japonica	4280359
Haloarcula marismortui	4335364
Haloarcula rubripromontorii	3949989.5
Haloarcula salina	3793362
Haloarcula sebkhae	4091744
Haloarcula sp001485575	4359264
Haloarcula sp005406125	4217270
Haloarcula sp008729015	4023774.5
Haloarcula taiwanensis	4147682
Haloarcula vallismortis	3909921
Haloglomus irregulare	4004362
Haloglomus sp003020985	2838640
Halomarina oriensis	4069707
Halomarina oriensis_A	3654689
Halomarina sp003021975	2606427
Halomicroarcula amylolytica	5038561
Halomicroarcula limicola	3905743
Halomicroarcula pellucida	4446121.5
Halomicroarcula sp003020925	2198794
Halomicroarcula sp003021755	1729303
Halomicrobium katesii	3607771
Halomicrobium mukohataei	3264819
Halomicrobium sp003021685	2640161
Halomicrobium sp009617995	3364093.3333333335
Halomicrobium zhouii	4250330
Halorhabdus rudnickae	3362504
Halorhabdus sp004944975	3464929
Halorhabdus sp009690625	2623025.5
Halorhabdus sp013839425	2859811
Halorhabdus tiamatea	3146362
Halorhabdus utahensis	3116795
Halorientalis persicus	4869758
Halorientalis regularis	4032197
Halorientalis sp001989615	3778989
Halorientalis sp004118325	4087668
Halorientalis sp005049285	3661127
Halosimplex carlsbadense	4694889
Halosimplex halophilum	4467366
Halosimplex litoreum	4158049
Halosimplex pelagicum	5199031
Halosimplex rubrum	4480147
Halosimplex salinum	5072893
Halosimplex sp003023165	2263312
Halovenus aranensis	3287116
Halovenus sp000416085	2982938
Halovenus sp001564135	2043236.5
Halovenus sp003021015	2561090.5
Halovenus sp003021285	1964974
Halovenus sp003021335	1487707
Halovenus sp003022085	1552872
Halovenus sp003022725	2631222
Halovenus sp003022845	1898683
Halovenus sp003551265	2911837
Halovenus sp003551945	2427444
Halovenus sp004015825	3757505
Halovenus sp009831575	3245916
HARCEL1 sp003058365	2723120
Natronomonas gomsonensis	3377131
Natronomonas halophila	3211682
Natronomonas moolapensis	2912573
Natronomonas pharaonis	2749696
Natronomonas salina	3746575
Natronomonas salsuginis	2904418
Natronomonas sp003020965	2951928
Natronomonas sp003021005	2449050
Natronomonas sp003021325	1883019
Natronomonas sp003021745	2203208
Natronomonas sp003022815	1497262
Natronomonas sp003022905	1517518
Natronomonas sp003022945	2633186
Natronomonas sp003023535	1891299
Natronomonas sp007121575	1877326
Natronomonas sp007122455	2638761.5
Natronomonas sp007135435	3110843
Natronomonas sp009741925	3452035
Natronomonas sp013839515	2779522
Natronomonas sp018609665	2482401
QH-10-67-22 sp003021305	2518045
QS-1-68-17 sp003021105	2068820
QS-4-69-31 sp003021655	2736007
QS-5-68-33 sp003023785	2419052
QS-5-70-15 sp003022005	3211570
Salinibaculum litoreum	3732358
Salinirussus salinus	3369022
SW-9-67-25 sp003022745	1786328
SW-9-67-25 sp003023485	1565971
SW-9-67-25 sp018609945	2929077
Halanaeroarchaeum sulfurireducens	2231619
Halarchaeum acidiphilum	2530366.5
Halarchaeum grantii	3100270
Halarchaeum nitratireducens	3131949.5
Halarchaeum rubridurum	2814742
Halarchaeum salinum	2747003
Halobacterium hubeiense	3222428.375
Halobacterium jilantaiense	2952792
Halobacterium salinarum	2465761.714285714
Halobacterium sp000230955	3162560
Halobacterium sp001485535	3012807
Halobacterium sp009741975	2730868
Halobacterium sp009831555	3499479
Halobacterium sp011734195	2983094
Halocalculus aciditolerans	3380345
Halodesulfurarchaeum formicicum	2029114.5
Halodesulfurarchaeum sp018334775	1650530
Salarchaeum sp007833275	2523371
Halococcus agarilyticus	3476728
Halococcus hamelinensis	3401376.5
Halococcus morrhuae	2991556
Halococcus saccharolyticus	3449700
Halococcus salifodinae	4199784
Halococcus salsus	3697668.5
Halococcus sediminicola	3764367
Halococcus sp003021045	2573307
Halococcus sp003021235	3604584
Halococcus sp003021705	2832741
Halococcus sp003021725	3053165
Halococcus sp003022685	2246105.5
Halococcus sp003022925	3278370
Halococcus thailandensis	4052434
A07HB70 sp000496195	2389822
Halalkaliarchaeum desulfuricum	3313120
Halalkalirubrum salinum	3416214
Halalkalirubrum sp003551725	3435256.5
Halalkalirubrum sp005239175	3359672
Halegenticoccus soli	4615401
Halegenticoccus sp004116405	4892524
Halobaculum gomorrense	3208246
Halobaculum sp003020945	2647290
Halobaculum sp009831625	3775766
Halobaculum sp013401515	4277959
Halobaculum sp013402875	4258755
Halobaculum sp018609965	2612205
Halobaculum tyrrellense	3675087
Halobellus captivus	3351536
Halobellus clavatus	3754978
Halobellus limi	3742927
Halobellus ruber	3490400
Halobellus rufus	3852219
Halobellus salinus	3067519
Halobellus sp003665925	3871390
Halobellus sp003665935	3548073
Haloferax denitrificans	3825973
Haloferax elongans	3952136
Haloferax gibbonsii	4102889.4
Haloferax larsenii	3796012.5
Haloferax marisrubri	3958530.5
Haloferax massiliensis	4106316
Haloferax mediterranei	3903354.75
Haloferax mucosum	3368982
Haloferax prahovense	4022329.4
Haloferax profundi	3830759
Haloferax sp001482285	3977555
Haloferax sp009674585	3487106
Haloferax sp009674605	3561692
Haloferax sp009674625	3480702
Haloferax sulfurifontis	3845656
Haloferax volcanii	3784223.619047619
Halogeometricum borinquense	3737525.4
Halogeometricum limi	3616269
Halogeometricum pallidum	4384515
Halogeometricum rufum	4141393.5
Halogranum amylolyticum	5185690
Halogranum gelatinilyticum	3770187
Halogranum rubrum	4529491
Halohasta litchfieldiae	3284590
Halohasta sp001563795	2181548.5
Halohasta sp003554115	1506249
Halolamina pelagica	3161068
Halolamina pelagica_B	2972542
Halolamina rubra	2955001
Halolamina salifodinae	2752321
Halolamina sediminis	2835858
Halolamina sp000224475	3643158
Halolamina sp002025255	3465332
Halonotius pteroides	3009688
Halonotius roseus	2564341
Halonotius sp000496215	2460843
Halonotius sp003605575	2468392
Halonotius terrestris	2841436
Haloparvum sedimenti	3243052
Halopelagius inordinatus	3529311
Halopelagius longus	3875373.5
Halopenitus malekzadehii	3136824
Halopenitus persicus	3065335.3333333335
Halopenitus persicus_A	3105937
Haloplanus aerogenes	3505199.5
Haloplanus natans	3797935
Haloplanus rallus	3560302
Haloplanus rubicundus	3651483.5
Haloplanus salinus	3549098
Haloplanus vescus	2776859
Haloprofundus halophilus	3262521
Haloprofundus marisrubri	3929557
Haloquadratum sp000416005	3019909
Haloquadratum walsbyi	3135767
Haloquadratum walsbyi_A	3475501
Haloquadratum walsbyi_B	3594539
Halorubrum aethiopicum	3325770
Halorubrum aidingense	3108525
Halorubrum alkaliphilum	3098171
Halorubrum amylolyticum	3630756
Halorubrum aquaticum	3184102
Halorubrum californiense	3581087
Halorubrum cibi	3176020
Halorubrum coriense	3645313
Halorubrum depositum	3182860
Halorubrum distributum	3299665
Halorubrum ezzemoulense	3474627.117647059
Halorubrum halodurans	3320122
Halorubrum halophilum	3480178.5
Halorubrum hochstenium	3037532
Halorubrum kocurii	3619738
Halorubrum lacusprofundi	3534959
Halorubrum lipolyticum	3425042
Halorubrum persicum	3578349
Halorubrum saccharovorum	3423703
Halorubrum salsamenti	3674958
Halorubrum sodomense	3362628
Halorubrum sp000296615	3094915.5
Halorubrum sp000496175	2890468
Halorubrum sp000746205	2767463
Halorubrum sp001261915	3248714
Halorubrum sp001564205	1480846
Halorubrum sp002252755	3615498.8
Halorubrum sp002286985	3403930
Halorubrum sp003023405	2438325
Halorubrum sp003287355	3584929
Halorubrum sp003554605	1807302.5
Halorubrum sp003666015	4140427
Halorubrum sp003697845	3592980
Halorubrum sp003721435	3582278
Halorubrum sp003781945	3715460
Halorubrum sp003990725	3149869.5
Halorubrum sp004114375	3668425
Halorubrum sp005435165	3321212
Halorubrum sp009742825	3230170
Halorubrum sp009806985	3108822
Halorubrum sp018623055	3063515
Halorubrum tebenquichense	3328860
Halorubrum trapanicum	3080988
Halorubrum trapanicum_A	3080199
Halorubrum tropicale	3459713.625
Halorubrum vacuolatum	3477860
Halorubrum xinjiangense	3261379
J07HR59 sp000496235	2876249
PL-Br10-E2g29 sp001563965	1444735
Salinigranum halophilum	4337923.666666667
Salinigranum rubrum	4973118
Salinigranum salinum	4690830
Haloarchaeobius iranensis	3768606
Halobiforma haloterrestris	4495442
Halobiforma lacisalsi	4360059.5
Halobiforma nitratireducens	3688747
Halopiger aswanensis	4865231
Halopiger xanaduensis	4355268
Halopiger_A goleimassiliensis	3906364
Halopiger_B djelfimassiliensis	3776554
Halorubellus sp011440375	3764456
Halostagnicola kamekurae	4108147
Halostagnicola larsenii	4131176
Halostagnicola sp000691505	3178490
Haloterrigena salifodinae	5023969.5
Haloterrigena salina	4841607
Haloterrigena sp013342135	4773288.5
Haloterrigena sp017352155	3823492
Haloterrigena turkmenica	5440782
Halovivax asiaticus	3238452
Halovivax ruber	3223876
Halovivax sp007119345	3855275
Halovivax sp007135505	2444395
KZCA124 sp017357405	5166602
Natrarchaeobaculum aegyptiacum	3930546
Natrarchaeobaculum sp001563805	2874982
Natrarchaeobaculum sp001563885	2006211
Natrarchaeobaculum sulfurireducens	3821374
Natrarchaeobius chitinivorans	4566486
Natrarchaeobius chitinivorans_A	4614480
Natrarchaeobius halalkaliphilus	3511219
Natrarchaeobius swarupiae	4182058
Natrialba aegyptia	4618362
Natrialba asiatica	4404175
Natrialba chahannaoensis	4309274
Natrialba hulunbeirensis	4159606
Natrialba magadii	4429971
Natrialba sp001861355	4580837
Natrialba taiwanensis	4635192
Natrinema altunense	3733372
Natrinema ejinorense	4032599
Natrinema gari	3828310.3333333335
Natrinema hispanicum	4256545
Natrinema hispanicum_A	3938873.5
Natrinema limicola	3522035
Natrinema mahii	3794337
Natrinema pallidum	3846953.5
Natrinema pellirubrum	4309277.5
Natrinema saccharevitans	3980616
Natrinema salaciae	4857017
Natrinema salifodinae	4311531.5
Natrinema sp002572525	5058058
Natrinema sp005938085	4263024
Natrinema sp013402815	4359796
Natrinema sp013456555	3779651
Natrinema thermotolerans	4013448
Natrinema versiforme	4190799
Natrinema versiforme_A	4674473
Natronobacterium gregoryi	3725291
Natronobacterium texcoconense	4009868
Natronococcus amylolyticus	4416525
Natronococcus jeotgali	4273918.5
Natronococcus occultus	4314118
Natronococcus sp003559215	3141282
Natronococcus sp008122205	5316806
Natronolimnobius baerhuensis	3903681.5
Natronolimnobius sp011043775	4562990
Natronolimnohabitans innermongolicus	4588634
Natronorubrum aibiense	4348483
Natronorubrum bangense	3676456.6666666665
Natronorubrum daqingense	3833359
Natronorubrum halalkaliphilum	4556774
Natronorubrum sediminis	3782545
Natronorubrum sp003670115	4704250.5
Natronorubrum sulfidifaciens	3460288
Natronorubrum texcoconense	4641793
Natronorubrum thiooxidans	4209793
Natronorubrum tibetense	4930841
Salinadaptatus halalkaliphilus	4521535
Saliphagus sp003344565	4606068
Tc-Br11 sp001564275	3202947
Tc-Br11 sp003552325	2331804.5
Tc-Br11 sp017357105	4004921
Tc-Br11-E2g1 sp001564255	2372582.5
Tc-Br11-E2g8 sp001564115	2645904
Tc-Br11-E2g8 sp003552885	1700439
Natronoarchaeum philippinense	3164179
Natronoarchaeum sp017094485	3041127
PXRE01 sp003021085	3385703
QS-1-68-20 sp007122875	1895399
Halostella litorea	3745232
Halostella pelagica	3905507
Halostella salina	3735525
Halostella sp003023565	2882595
Halostella sp003675875	4117009
Salinarchaeum sp000403645	3255260
SKNY01 sp007118975	3432512
SKNY01 sp007123105	1877821
SKSH01 sp007118075	1830711
SKSH01 sp007118145	1921670
SW-7-71-33 sp003022865	1759872
SW-7-71-33 sp003023195	3291641
UBA12382 sp002503845	1039075.5
UBA12382 sp009889625	1067804
UBA12382 sp009889685	920269
JAHENH01 sp018609935	2259503
Methanocella conradii	2361197
Methanocella paludicola	2957635
Methanocella_A arvoryzae	3179916
Methanocella_A sp002067315	3243770
Methanoliparum sp8915u	1001014.5
Methanoliparum thermophilum	1257141
Methanolliviera hydrocarbonicum	1664055
Methanolliviera sp902158735	1703955
Methanolliviera sp902158745	1753872
JACTUA01 sp015660865	1935927
Methanocalculus chunghsingensis	2134545
Methanocalculus sp002496395	2074195
Methanocalculus sp003838065	1777221
Methanocalculus sp003838185	1776967.6666666667
Methanocalculus sp007130455	1449139
Methanocalculus sp9912u	1922577
Methanocorpusculum faecipullorum	1251241
Methanocorpusculum labreanum	1804962
Methanocorpusculum parvum	1712777.25
Methanocorpusculum parvum_A	1401745
Methanocorpusculum sp001940805	1965334
Methanocorpusculum sp002498375	1521496.6666666667
Methanocorpusculum sp002506085	1810882
Methanocorpusculum sp003315675	1697696
Methanocorpusculum sp017387505	1420142.75
Methanocorpusculum sp017399555	1576209
Methanocorpusculum sp017408885	1377836
Methanocorpusculum sp017555685	1104072
Methanocorpusculum sp017622255	1501372
Methanocorpusculum sp018065685	1154005
Methanoculleus bourgensis	2533669.714285714
Methanoculleus chikugoensis	2627540
Methanoculleus chikugoensis_A	2254196.5
Methanoculleus horonobensis	2446106
Methanoculleus hydrogenitrophicus	2438109
Methanoculleus marisnigri	2478101
Methanoculleus marisnigri_B	2169124.1666666665
Methanoculleus sediminis	2489717
Methanoculleus sp000691865	2542436
Methanoculleus sp001896715	2397496
Methanoculleus sp002497965	1409761.6
Methanoculleus sp002498065	2408700
